_id,Begin Date,Owner Name,Trade Name,Business Address,Business City,Business State,Business Zip Code,Business Zip+4,Telephone,Mailing Address,Mailing City,Mailing State,Mailing Zip Code,Mailing Zip+4,NAICS,Business Classification
3549,2019-06-19T00:00:00, SUPREME KLEEN AUTO DETAILING LLC,SUPREME KLEEN AUTO DETAILING,1520 THREE GAIT TRL,VIRGINIA BEACH,VA,23453,2501,757-932-5480,1520 THREE GAIT TRL,VIRGINIA BEACH,VA,23453,2501,811192-02,Automobile Detailer
3550,2019-01-01T00:00:00, SDMF INC,SDMF INC,1521 COLLINGSWOOD TRL,VIRGINIA BEACH,VA,23464,8636,757-202-4651,1521 COLLINGSWOOD TRL,VIRGINIA BEACH,VA,23464,8636,484220-01,Transportation - Freight Arrangement
3551,2018-06-20T00:00:00, SDMF INC,SDMF INC,1521 COLLINGSWOOD TRL,VIRGINIA BEACH,VA,23464,8636,757-202-4651,1521 COLLINGSWOOD TRL,VIRGINIA BEACH,VA,23464,8636,484220-02,Transportation - Passenger
3552,2020-02-24T00:00:00," LOPEZ JR, JUAN A",AQUANOMICS PRESSURE WASHING,1521 LAKE CHRISTOPHER DR,VIRGINIA BEACH,VA,23464,7212,757-744-9436,1521 LAKE CHRISTOPHER DR,VIRGINIA BEACH,VA,23464,7212,561499-01,Commercial Service
3553,2018-01-02T00:00:00, DESJARDINS MELISSA NICOLE,MELISSA DESJARDINS PHOTOGRAPHY,1521 OCEAN GARDEN ST,VIRGINIA BEACH,VA,23454,4756,603-305-1605,1521 OCEAN GARDEN ST,VIRGINIA BEACH,VA,23454,4756,541921-01,Photographic Service
3554,2019-10-01T00:00:00," PALMER, DAVID TROY",DAVID T PALMER,1521 TWIN OAKS LN APT 102,VIRGINIA BEACH,VA,23454,4780,215-298-2929,1521 TWIN OAKS LN APT 102,VIRGINIA BEACH,VA,23454,4780,484220-02,Transportation - Passenger
3555,2018-09-29T00:00:00, HODGES & SONS LAWN CARE LLC,HODGES & SONS LAWN CARE LLC,1522 GARLAND WAY,VIRGINIA BEACH,VA,23453,1828,757-515-8430,1522 GARLAND WAY,VIRGINIA BEACH,VA,23453,1828,561730-01,Landscape Service
3556,2020-01-02T00:00:00," CEDANO JR, MILCIADES M",REEL VISION FILMS & VIDEO PRODUCTIONS,1524 HEDGEFIELD LN,VIRGINIA BEACH,VA,23453,4740,347-661-6984,1524 HEDGEFIELD LN,VIRGINIA BEACH,VA,23453,4740,541921-01,Photographic Service
3557,2019-01-01T00:00:00, AROMATHERAPY SHOPPE INC THE,AROMATHERAPY SHOPPE THE,315 FIRST COLONIAL RD STE B,VIRGINIA BEACH,VA,23454,0000,757-531-7431,1524 KELVIN CT,VIRGINIA BEACH,VA,23454,6946,621341-02,Massage Therapist - Businesses
3558,2020-09-17T00:00:00," GAY II, ROBERT EDWARD",PREVAIL LANDSCAPING,2068 SUSAN LEE LN,VIRGINIA BEACH,VA,23464,8213,757-338-1794,1524 STILL HARBOR LN,VIRGINIA BEACH,VA,23464,7218,561730-01,Landscape Service
3559,2018-12-10T00:00:00, GLOBAL PARKING SERVICES INC,GLOBAL PARKING SERVICES INC,701 LYNNHAVEN PKWY,VIRGINIA BEACH,VA,23452,0000,954-684-0614,1525 NW 3RD ST STE 5,DEERFIELD BEACH,FL,33442,1668,812930-01,Parking Lot & Garage
3560,2018-03-01T00:00:00, CALIBER HOME LOANS INC,CALIBER HOME LOANS INC,1933 LANDSTOWN CTR WAY330,VIRGINIA BEACH,VA,23456,0000,757-612-3503,1525 S BELT LINE RD,COPPELL,TX,75019,4913,522310-01,Mortgage Loan
3561,2018-06-01T00:00:00, CALIBER HOME LOANS INC,CALIBER HOME LOANS INC,4640 SHORE DR STE 113,VIRGINIA BEACH,VA,23455,2996,757-535-5773,1525 S BELT LINE RD,COPPELL,TX,75019,4913,522310-01,Mortgage Loan
3562,2019-01-11T00:00:00, CALIBER HOME LOANS INC,CALIBER HOME LOANS INC,1833 REPUBLIC RD STE 103,VIRGINIA BEACH,VA,23454,0000,757-612-3500,1525 S BELT LINE RD,COPPELL,TX,75019,4913,522310-01,Mortgage Loan
3563,2019-01-23T00:00:00, CALIBER HOME LOANS INC,CALIBER HOME LOANS INC,5308 INDIAN RIVER RD,VIRGINIA BEACH,VA,23464,5321,800-401-6587,1525 S BELT LINE RD,COPPELL,TX,75019,4913,522310-01,Mortgage Loan
3564,2018-12-17T00:00:00, CALIBER HOME LOANS INC,CALIBER HOME LOANS INC,2697 INTERNATIONAL PKWY             BLDG 4 STE 200,VIRGINIA BEACH                     ,VA,23452,7804,757-612-3551,1525 S BELT LINE RD,COPPELL,TX,75019,4913,522310-01,Mortgage Loan
3565,2018-05-23T00:00:00, BAILEY DORY ANN,FOLLOWINGDORY SWIMWEAR,1525 SOUTHWICK RD,VIRGINIA BEACH,VA,23451,5965,757-620-2929,1525 SOUTHWICK RD,VIRGINIA BEACH,VA,23451,5965,454890-02,Nonstore Retailer
3566,2018-11-24T00:00:00, BAILEY DORY ANN,FOLLOWINGDORY SWIMWEAR,1800 CYPRESS AVE,VIRGINIA BEACH,VA,23451,0000,757-620-2929,1525 SOUTHWICK RD,VIRGINIA BEACH,VA,23451,5965,454890-01,Retail Store
3567,2019-06-30T00:00:00, BAILEY DORY ANN,FOLLOWINGDORY SWIMWEAR,1805 KEMPSVILLE RD,VIRGINIA BEACH,VA,23464,6802,757-620-2929,1525 SOUTHWICK RD,VIRGINIA BEACH,VA,23451,5965,454890-01,Retail Store
3568,2020-01-30T00:00:00, BLUE AURA WELLNESS LLC,BLUE AURA WELLNESS LLC,1526 BRENDLE CT,VIRGINIA BEACH,VA,23464,6761,424-402-2660,1526 BRENDLE CT,VIRGINIA BEACH,VA,23464,6761,621341-01,Massage Therapist
3569,2019-02-08T00:00:00, GROUNDFLOOR MUSIC GROUP LLC,GROUNDFLOOR MUSIC GROUP LLC,1526 SANGAREE CIR,VIRGINIA BEACH,VA,23464,7913,443-635-5715,1526 SANGAREE CIR,VIRGINIA BEACH,VA,23464,7913,812990-01,Personal Service - General
3570,2018-02-12T00:00:00, WORKHORSE PROPERTY SOLUTIONS L,WORKHORSE PROPERTY SOLUTIONS L,5760 ACCOMAC SQ,VIRGINIA BEACH,VA,23455,2348,757-510-6300,1527 BRENDLE CT,VIRGINIA BEACH,VA,23464,6761,235990-01,Construction - Special Trade
3571,2018-06-22T00:00:00, HARVEY MICHELLE LEIGH,DOGGY DAYS 757 PET CARE SERVIC,1528 BAY POINT DR,VIRGINIA BEACH,VA,23454,1407,757-717-8142,1528 BAY POINT DR,VIRGINIA BEACH,VA,23454,1407,812910-01,Animal Care Service
3572,2018-03-22T00:00:00, KINGZ VISION LLC A,KINGZ VISION LLC A,1528 DRUMHELLER DR,VIRGINIA BEACH,VA,23464,8892,757-636-4859,1528 DRUMHELLER DR,VIRGINIA BEACH,VA,23464,8892,454890-02,Nonstore Retailer
3573,2019-09-05T00:00:00, CROCKETT & SONS LLC,CROCKETT & SONS,1528 LITTLE HORSESHOE DR,VIRGINIA BEACH,VA,23451,5922,757-353-7132,1528 LITTLE HORSESHOE DR,VIRGINIA BEACH,VA,23451,5922,235990-01,Construction - Special Trade
3574,2018-02-12T00:00:00, SOLUTIONS BASED MEDICAL LOGISTICS LLC,SOLUTIONS BASED MEDICAL LOGISTICS LLC,1528 TAYLOR FARM RD STE 105,VIRGINIA BEACH,VA,23453,2980,757-689-0593,1528 TAYLOR FARM RD STE 105,VIRGINIA BEACH,VA,23453,2980,421990-01,Wholesale Merchant
3575,2018-02-12T00:00:00, TWO BISHOPS ARMORY LLC,TWO BISHOPS ARMORY LLC,1528 TAYLOR FARM RD STE 105,VIRGINIA BEACH,VA,23453,2980,757-689-4400,1528 TAYLOR FARM RD STE 105,VIRGINIA BEACH,VA,23453,2980,421990-01,Wholesale Merchant
3576,2018-03-14T00:00:00, SACHSE CONSTRUCTION & DEVELOPM,SACHSE CONSTRUCTION & DEVELOPM,1528 WOODWARD AVE STE 600,DETROIT,MI,48226,2038,313-481-8200,1528 WOODWARD AVE STE 600,DETROIT,MI,48226,2038,233220-02,Construction - General - OOT
3577,2020-09-01T00:00:00," RUTLEDGE, HALEY",WILLOW LANE BOUTIQUE,1529 INDIANA AVE,VIRGINIA BEACH,VA,23454,4701,270-590-9428,1529 INDIANA AVE,VIRGINIA BEACH,VA,23454,4701,454890-02,Nonstore Retailer
3578,2020-03-01T00:00:00, NEIGHBORS TRANSPORT LLC,NEIGHBORS TRANSPORT LLC,1529 SNOWBIRD CT,VIRGINIA BEACH,VA,23454,5600,757-240-6438,1529 SNOWBIRD CT,VIRGINIA BEACH,VA,23454,5600,484220-02,Transportation - Passenger
3579,2020-01-02T00:00:00, ADMIRAL SIGNWORKS CORP,ADMIRAL SIGNWORKS CORP,1531 EARLY ST,NORFOLK,VA,23502,1603,757-422-6700,1531 EARLY ST,NORFOLK,VA,23502,1603,233220-02,Construction - General - OOT
3580,2019-12-01T00:00:00, XUE YING WU,DESIGNER CLOSET,3776 VIRGINIA BEACH BLVD,VIRGINIA BEACH                     ,VA,23452,3414,757-309-2638,1531 PLANTATION LAKES CIR,CHESAPEAKE,VA,23320,8115,453310-01,Used Merchandise Store
3581,2020-06-18T00:00:00," YANCEY, RUBY S",SUZETTE'S TWISTED SHEARZ HAIR STUDIO,1531 AMBERLEY FOREST RD             STE B,VIRGINIA BEACH                     ,VA,23453,4706,757-737-1680,5305 NELSON CT,VIRGINIA BEACH,VA,23464,8011,812112-01,Beauty Salon
3582,2019-08-30T00:00:00," LEEMAN, MARK R",LEEMAN LANDSCAPING,5305 SHERLUCK RD,VIRGINIA BEACH,VA,23462,4127,757-793-6328,5305 SHERLUCK RD,VIRGINIA BEACH,VA,23462,4127,561730-01,Landscape Service
3583,2020-05-26T00:00:00, 8 VETERANS FARMS LLC,8 VETERANS FARMS LLC,620 19TH ST,VIRGINIA BEACH,VA,23451,4104,757-672-7604,5305 STEWART DR,VIRGINIA BEACH,VA,23464,7829,111400-03,Producer's Permit
3584,2020-08-30T00:00:00, M & J FASHION LLC,M & J FASHION LLC,5306 HARNESS CT,VIRGINIA BEACH,VA,23462,1331,757-831-0456,5306 HARNESS CT,VIRGINIA BEACH,VA,23462,1331,454890-02,Nonstore Retailer
3585,2019-12-17T00:00:00, THE AUTO COAT VA LLC,THE AUTO COAT VA LLC,917 NEWTOWN RD                      # 101,VIRGINIA BEACH                     ,VA,23462,1315,757-572-0322,5308 JUSTIN CT APT 102,VIRGINIA BEACH,VA,23462,1356,811111-01,General Automotive Repair
3586,2019-04-08T00:00:00, THE AUTO COAT VA LLC,THE AUTO COAT VA LLC,917 NEWTOWN RD                      # 101,VIRGINIA BEACH                     ,VA,23462,1315,757-572-0322,5308 JUSTIN CT APT 102,VIRGINIA BEACH,VA,23462,1356,812990-01,Personal Service - General
3587,2019-01-22T00:00:00," KEELING JR, JAMES A",JAM SHA INVESTING,5308 LAKE VICTORIA ARCH,VIRGINIA BEACH,VA,23464,6470,757-401-5883,5308 LAKE VICTORIA ARCH,VIRGINIA BEACH,VA,23464,6470,541611-01,Consulting Service
3588,2019-08-23T00:00:00," ALVAREZ, CASSIDY A",CASSIDY ARZILLO ALVAREZ,228 N LYNNHAVEN RD STE 117A,VIRGINIA BEACH,VA,23452,7514,757-355-4618,5309 CHATHAM LAKE DR,VIRGINIA BEACH,VA,23464,5425,812112-02,Beautician Chair Rental
3589,2019-01-23T00:00:00, CLEAN RENOVATIONS LLC,CLEAN RENOVATIONS LLC,5309 CLUB HEAD RD,VIRGINIA BEACH,VA,23455,6813,757-309-6830,5309 CLUB HEAD RD,VIRGINIA BEACH,VA,23455,6813,531210-01,Real Estate Agent & Broker
3590,2019-01-23T00:00:00, CLEAN RENOVATIONS LLC,CLEAN RENOVATIONS LLC,5309 CLUB HEAD RD,VIRGINIA BEACH,VA,23455,6813,757-309-6830,5309 CLUB HEAD RD,VIRGINIA BEACH,VA,23455,6813,531390-01,Real Estate Management
3591,2018-06-01T00:00:00, ALBRIGHT CRAIG MATTHEW JR,ALBRIGHT AUDIO,413 VIRGINIA BEACH BLVD #3,VIRGINIA BEACH,VA,23451,0000,757-358-0774,5309 KENNEBECK AVE,NORFOLK,VA,23513,2322,561499-01,Commercial Service
3592,2018-06-08T00:00:00, 5PICE LLC,FIVE SPICE KITCHEN,1949 LYNNHAVEN PKWY STE 1560,VIRGINIA BEACH,VA,23453,1618,202-390-2286,5309 RAVENSWORTH RD,SPRINGFIELD,VA,22151,2520,722110-01,Restaurant
3593,2019-12-07T00:00:00, 5PICE LLC,CAPITAL CREPE,COMMONWEALTH ARTISAN MARKET,VIRGINIA BEACH                     ,VA,23455,0000,757-842-3787,5309 RAVENSWORTH RD,SPRINGFIELD,VA,22151,2520,621321-02,Non-License for Trustee Purposes
3594,2019-07-01T00:00:00, 5SPICE KITCHEN 2 LLC,FIVE SPICE KITCHEN USA,1949 LYNNHAVEN PKWY STE 1560,VIRGINIA BEACH,VA,23453,1618,202-390-2286,5309 RAVENSWORTH RD,SPRINGFIELD,VA,22151,2520,722330-04,Peddler - Retail Mobile Food
3595,2019-12-07T00:00:00, 5SPICE KITCHEN 2 LLC,5SPICE KITCHEN 2 LLC,COMMONWEALTH ARTISAN MARKET,VIRGINIA BEACH                     ,VA,23455,0000,757-842-3787,5309 RAVENSWORTH RD,SPRINGFIELD,VA,22151,2520,621321-02,Non-License for Trustee Purposes
3596,2019-10-01T00:00:00, SPLASH BOBA 4 LLC,SNOCREAM BUS COMPANY,1949 LYNNHAVEN PKWY                 # 1560,VIRGINIA BEACH                     ,VA,23453,0000,202-390-2286,5309 RAVENSWORTH RD,SPRINGFIELD,VA,22151,2520,722330-02,Peddler - Confection
3597,2020-07-20T00:00:00, EATS 1 LLC,WING IT,600 S LYNNHAVEN RD                  STE 100,VIRGINIA BEACH                     ,VA,23452,6544,202-390-2286,5309 RAVENSWORTH RD,SPRINGFIELD,VA,22151,2520,722110-01,Restaurant
3598,2019-06-19T00:00:00, FISH SLIME CHARTERS LLC,FISH SLIME CHARTERS,5309 W OVERHOLT DR,VIRGINIA BEACH,VA,23462,6040,757-635-1442,5309 W OVERHOLT DR,VIRGINIA BEACH,VA,23462,6040,561520-01,Water Transportation - Fishing
3599,2018-06-12T00:00:00, BANKS JOSHUA ISAIAH,FLEX 4 CHANGE,953 DALLAS CT,VIRGINIA BEACH,VA,23464,8259,757-439-9146,5312 BLEECKER ST APT 207,VIRGINIA BEACH,VA,23462,3959,711320-01,Community Event - General
3600,2018-06-12T00:00:00, BANKS JOSHUA ISAIAH,FLEX 4 CHANGE,953 DALLAS CT,VIRGINIA BEACH,VA,23464,8259,757-439-9146,5312 BLEECKER ST APT 207,VIRGINIA BEACH,VA,23462,3959,812990-01,Personal Service - General
3601,2018-08-01T00:00:00," LEE, NAOMI M",NAOMI MICHELLE LEE,1201 LAKE JAMES DR STE 201,VIRGINIA BEACH,VA,23464,6780,757-478-2162,5312 CERINO CT,VIRGINIA BEACH,VA,23464,7831,531210-01,Real Estate Agent & Broker
3602,2019-01-11T00:00:00, TKOS PREMIUM CLEANING SERVICE LLC,TKOS PREMIUM CLEANING SERVICE LLC,5312 LACROSSE CT,VIRGINIA BEACH,VA,23464,6157,757-389-2781,5312 LACROSSE CT,VIRGINIA BEACH,VA,23464,6157,561720-01,Janitorial Service
3603,2018-10-25T00:00:00, PET STASH INC,PET STASH,5312 VIRGINIA BEACH BLVD STE C,VIRGINIA BEACH,VA,23462,1890,757-387-9797,5312 VIRGINIA BEACH BLVD STE C,VIRGINIA BEACH,VA,23462,1890,454890-01,Retail Store
3604,2018-02-16T00:00:00, PREP AND PACK LLC,PREP AND PACK,5312 VIRGINIA BEACH BLVD STE G,VIRGINIA BEACH,VA,23462,1890,646-306-8454,5312 VIRGINIA BEACH BLVD STE G,VIRGINIA BEACH,VA,23462,1890,421990-01,Wholesale Merchant
3605,2018-02-16T00:00:00, PREP AND PACK LLC,PREP AND PACK,5312 VIRGINIA BEACH BLVD STE G,VIRGINIA BEACH,VA,23462,1890,646-306-8454,5312 VIRGINIA BEACH BLVD STE G,VIRGINIA BEACH,VA,23462,1890,561499-01,Commercial Service
3606,2018-07-27T00:00:00, PET STASH INC,PET STASH,5312 VIRGINIA BEACH BLVD STE G,VIRGINIA BEACH,VA,23462,1890,757-387-9797,5312 VIRGINIA BEACH BLVD STE G,VIRGINIA BEACH,VA,23462,1890,454890-02,Nonstore Retailer
3607,2019-03-14T00:00:00, ILVA INC,ILVA INC,5312 VIRGINIA BEACH BLVD STE G,VIRGINIA BEACH,VA,23462,1890,757-387-9797,5312 VIRGINIA BEACH BLVD STE G,VIRGINIA BEACH,VA,23462,1890,454890-02,Nonstore Retailer
3608,2019-06-01T00:00:00, PETTSBORO INC,PETTSBORO,5312 VIRGINIA BEACH BLVD STE G,VIRGINIA BEACH,VA,23462,1890,757-387-9797,5312 VIRGINIA BEACH BLVD STE G,VIRGINIA BEACH,VA,23462,1890,454890-02,Nonstore Retailer
3609,2020-10-05T00:00:00, TRUE CARPENTRY LLC,TRUE CARPENTRY LLC,5313 CHATHAM HALL DR,VIRGINIA BEACH,VA,23464,5428,419-551-2922,5313 CHATHAM LAKE DR,VIRGINIA BEACH,VA,23464,5425,235990-01,Construction - Special Trade
3610,2019-02-08T00:00:00, 7 CITIES TATTOO LLC,QUILL AND TALON,5314 PROVIDENCE RD,VIRGINIA BEACH,VA,23464,4102,757-354-1476,5314 PROVIDENCE RD,VIRGINIA BEACH,VA,23464,4102,812199-03,Tattoo & Permanent Makeup
3611,2020-08-01T00:00:00, THE WEDDING PLAN LLC,THE WEDDING PLAN LLC,5317 WARMINSTER DR UNIT 204,VIRGINIA BEACH,VA,23455,3688,757-751-1050,5317 WARMINSTER DR UNIT 204,VIRGINIA BEACH,VA,23455,3688,812990-01,Personal Service - General
3612,2018-04-01T00:00:00, BIG BEAUS DOG WASH LLC,BIG BEAUS DOG WASH,1137 INDEPENDENCE BLVD,VIRGINIA BEACH,VA,23455,5545,757-572-8887,5317 WEBLIN FARM RD,VIRGINIA BEACH,VA,23455,7111,812910-01,Animal Care Service
3613,2019-08-15T00:00:00," TODD, CHRISTOPHER M",THE ROGUE DM,5317 WESTOVER LN,VIRGINIA BEACH,VA,23464,2434,757-353-5706,5317 WESTOVER LN,VIRGINIA BEACH,VA,23464,2434,713990-01,Amusement & Recreation
3614,2018-08-16T00:00:00, JS MEDIA HOLDINGS LLC,JS MEDIA HOLDINGS LLC,532 GOTHAM RD,VIRGINIA BEACH,VA,23452,2538,757-737-1059,532 GOTHAM RD,VIRGINIA BEACH,VA,23452,2538,454890-02,Nonstore Retailer
3615,2020-01-27T00:00:00," TAH-NGWE, NDE JENNIFER",JENNIFER AFRICAN HAIR BRAIDING,532 HANNIBAL ST,VIRGINIA BEACH,VA,23452,4114,240-468-3450,532 HANNIBAL ST,VIRGINIA BEACH,VA,23452,4114,812990-01,Personal Service - General
3616,2019-08-16T00:00:00, TOWNE CENTER HAIR & NAIL ELITE LLC,TOWNE CENTER HAIR & NAIL ELITE,532 INDEPENDENCE BLVD,VIRGINIA BEACH,VA,23462,2221,757-557-0031,532 INDEPENDENCE BLVD,VIRGINIA BEACH,VA,23462,2221,812113-02,Beauty & Nail Salon
3617,2018-01-31T00:00:00, FREW SHANNON ELIZABETH,FREW CREW CLEANING SERVICES,532 SALT AIRE CT,VIRGINIA BEACH,VA,23451,5558,757-462-0513,532 SALT AIRE CT,VIRGINIA BEACH,VA,23451,5558,561720-01,Janitorial Service
3618,2018-10-15T00:00:00, COMMUNE BAKERY LLC,PROSPERITY KITCHEN & PANTRY,532 VIRGINIA BEACH BLVD #B,VIRGINIA BEACH,VA,23451,4230,757-963-8985,532 VIRGINIA BEACH BLVD #B,VIRGINIA BEACH,VA,23451,4230,721111-02,Alcoholic Beverage - Beer & Wine Only
3619,2018-10-15T00:00:00, COMMUNE BAKERY LLC,PROSPERITY KITCHEN & PANTRY,532 VIRGINIA BEACH BLVD #B,VIRGINIA BEACH,VA,23451,4230,757-963-8985,532 VIRGINIA BEACH BLVD #B,VIRGINIA BEACH,VA,23451,4230,722211-01,Retail Food w/ Meals Tax
3620,2019-04-17T00:00:00, COMMUNE BAKERY LLC,COMMUNE BAKERY LLC,2645 DEAN DR,VIRGINIA BEACH,VA,23452,7423,"",532 VIRGINIA BEACH BLVD #B,VIRGINIA BEACH,VA,23451,4230,454890-01,Retail Store
3621,2020-03-12T00:00:00, COMMUNE BAKERY LLC,COMMUNE BAKERY LLC,620 19TH ST,VIRGINIA BEACH,VA,23451,4104,757-793-5235,532 VIRGINIA BEACH BLVD #B,VIRGINIA BEACH,VA,23451,4230,454890-01,Retail Store
3622,2019-01-01T00:00:00, VIRAL ENTERTAINMENT LLC,VIRAL ENTERTAINMENT LLC,5320 DEFORD RD,VIRGINIA BEACH,VA,23455,7204,757-837-8102,5320 DEFORD RD,VIRGINIA BEACH,VA,23455,7204,812990-01,Personal Service - General
3623,2020-02-03T00:00:00, ACELOFLAND LLC,KUMON OF VIRGINIA BEACH - HILLTOP,1577 LASKIN RD                      STE 102,VIRGINIA BEACH                     ,VA,23451,6464,757-318-1014,5320 DOON ST,VIRGINIA BEACH,VA,23464,8124,923110-01,Educational Service
3624,2019-10-17T00:00:00, ANGIES PROJECT ADMINISTRATION SERVICES LLC,ANGIES PROJECT ADMINISTRATION SERVICES LLC,5320 GALE DR,VIRGINIA BEACH,VA,23464,4104,757-408-3911,5320 GALE DR,VIRGINIA BEACH,VA,23464,4104,561499-01,Commercial Service
3625,2020-01-21T00:00:00, CARLEO CONTRACTING LLC,CARLEO CONTRACTING LLC,5320 STEWART CT,VIRGINIA BEACH,VA,23464,7838,757-650-6862,5320 STEWART CT,VIRGINIA BEACH,VA,23464,7838,235990-01,Construction - Special Trade
3626,2018-11-07T00:00:00," STONER, KAYSON K",ALL IN ONE ATHLETICS AND RECREATION,5321 BARDITH CIR,VIRGINIA BEACH,VA,23455,3866,757-679-5738,5321 BARDITH CIR,VIRGINIA BEACH,VA,23455,3866,713990-01,Amusement & Recreation
3627,2018-02-06T00:00:00, ALIMAR ENTERPRISES INC,GIOVANNIS,2006 ATLANTIC AVE,VIRGINIA BEACH,VA,23451,3345,757-287-4343,1532 MIRASSOU LN,VIRGINIA BEACH,VA,23454,1372,721111-02,Alcoholic Beverage - Beer & Wine Only
3628,2018-02-06T00:00:00, ALIMAR ENTERPRISES INC,GIOVANNIS,2006 ATLANTIC AVE,VIRGINIA BEACH,VA,23451,3345,757-287-4343,1532 MIRASSOU LN,VIRGINIA BEACH,VA,23454,1372,722110-01,Restaurant
3629,2018-02-06T00:00:00, ALIMAR ENTERPRISES INC,GIOVANNIS,2006 ATLANTIC AVE,VIRGINIA BEACH,VA,23451,3345,757-287-4343,1532 MIRASSOU LN,VIRGINIA BEACH,VA,23454,1372,722117-01,Alcoholic Beverage - Mixed over 150 Seats
3630,2019-05-24T00:00:00," CRAFT JR, FRANK L",PUNGO CATERING,2019 PUNGO STRAWBERRY FESTIVAL,VIRGINIA BEACH                     ,VA,23456,0000,757-641-6252,1532 PRINCESS ANNE RD,VIRGINIA BEACH,VA,23456,3805,621321-02,Non-License for Trustee Purposes
3631,2020-05-06T00:00:00, CRAFT LISA BURNHAM,CONCH OUT CREATIONS,1532 PRINCESS ANNE RD,VIRGINIA BEACH,VA,23456,3805,757-641-4208,1532 PRINCESS ANNE RD,VIRGINIA BEACH,VA,23456,3805,454890-02,Nonstore Retailer
3632,2020-08-01T00:00:00," YOUNG, TANISHA RENEE",TANISHA'S HAIR DESIGNZ,550 FIRST COLONIAL RD               STE 107,VIRGINIA BEACH                     ,VA,23451,6186,614-988-1189,1533 BUNSEN DR,VIRGINIA BEACH,VA,23454,6912,812112-01,Beauty Salon
3633,2018-07-13T00:00:00, RODRIGUEZ SANDRA EUGENIA & JOS,SANDRA EUGENIA RODRIGUEZ & JOS,1533 HACKENSACK RD,VIRGINIA BEACH,VA,23455,3415,757-510-7359,1533 HACKENSACK RD,VIRGINIA BEACH,VA,23455,3415,721310-01,Bed & Breakfast & Lodging House
3634,2020-07-15T00:00:00," WEBB, BRANDON MICHAEL",BRANDON WEBB TATTOO,1479 GENERAL BOOTH BLVD,VIRGINIA BEACH,VA,23454,0000,757-321-0424,1533 HOLMES CT,VIRGINIA BEACH,VA,23456,4835,812199-03,Tattoo & Permanent Makeup
3635,2020-01-01T00:00:00, DESIGN 4 YOU CORPORATION,DESIGN 4 YOU CORPORATION,4554 VIRGINIA BEACH BLVD,VIRGINIA BEACH,VA,23462,0000,757 214 8404,1533 SWORD DANCER DR,VIRGINIA BEACH,VA,23454,6852,454890-01,Retail Store
3636,2020-07-01T00:00:00, JAMGEE LLC,JAMGEE LLC,1537 HEDGEFIELD LN,VIRGINIA BEACH,VA,23453,4738,757-338-3835,1537 HEDGEFIELD LN,VIRGINIA BEACH,VA,23453,4738,233220-01,Construction - General
3637,2018-11-21T00:00:00," KLINE, ROBERT S",ROBERT S KLINE,1957 ARLINGTON ARCH DR,VIRGINIA BEACH,VA,23464,8722,757-831-2959,1537 LAKE JAMES DR,VIRGINIA BEACH,VA,23464,6750,721310-03,Private Home Rental
3638,2019-01-01T00:00:00, ORIENTAL FAVOR INC,MASSAGE ME,1581 GENERAL BOOTH BLVD STE 103,VIRGINIA BEACH,VA,23454,5106,757-355-7123,1537 LONE OAK CT APT 102,VIRGINIA BEACH,VA,23454,4794,621341-02,Massage Therapist - Businesses
3639,2019-01-31T00:00:00, ORIENTAL FAVOR INC,MASSAGE,4676 PRINCESS ANNE RD STE 130,VIRGINIA BEACH,VA,23462,6468,757-355-7123,1537 LONE OAK CT APT 102,VIRGINIA BEACH,VA,23454,4794,621341-02,Massage Therapist - Businesses
3640,2018-02-26T00:00:00, BELL KEVIN JACOB,1ST CLASS CUSTOM TILE,1537 SWORD DANCER DR,VIRGINIA BEACH,VA,23454,6852,757-679-2355,1537 SWORD DANCER DR,VIRGINIA BEACH,VA,23454,6852,235990-01,Construction - Special Trade
3641,2019-12-03T00:00:00," HARRIS, JUSTIN M",JUSTIN MICHAEL HARRIS,5541 QUARTERPATH GATE,VIRGINIA BEACH,VA,23455,6716,757-971-1775,1538 SOUTHERN BLVD,VIRGINIA BEACH,VA,23454,4737,235990-01,Construction - Special Trade
3642,2019-11-15T00:00:00, GREGORY'S HEATING & COOLING INC,GREGORY'S HEATING & COOLING INC,1539 EAGLE GLEN DR,CHESAPEAKE,VA,23322,7442,757-427-4822,1539 EAGLE GLEN DR,CHESAPEAKE,VA,23322,7442,235990-02,Construction - Special Trade - OOT
3643,2020-01-06T00:00:00, 757 LAW CENTER P.C.,757 LAW CENTER P.C.,154 NEWTOWN RD STE B-6,VIRGINIA BEACH,VA,23462,2413,757-633-1845,154 NEWTOWN RD STE B-6,VIRGINIA BEACH,VA,23462,2413,541110-01,Lawyer
3644,2018-07-10T00:00:00, HAMPTON ROADS CREDIT REPAIR LL,HAMPTON ROADS CREDIT REPAIR LL,154 NEWTOWN RD STE B5,VIRGINIA BEACH,VA,23462,2412,757-754-5129,154 NEWTOWN RD STE B5,VIRGINIA BEACH,VA,23462,2412,812990-01,Personal Service - General
3645,2018-06-01T00:00:00, EASTVILLE INVESTMENTS LLC,EASTVILLE INVESTMENTS LLC,213 16TH ST,VIRGINIA BEACH,VA,23451,3401,757-628-5688,154 PINEWOOD RD,VIRGINIA BEACH,VA,23451,3958,721310-03,Private Home Rental
